Area,BHK,Bathroom,Furnishing,Locality,Parking,Status,Transaction,Type,Per_Sqft,Price,Price_per_sqft
0.2624065261726716,0.2222222222222222,0.3333333333333333,0.9999999999999996,0.2716482131474543,0.0,0.0,1.0,1.0,0.3777751110044402,0.1182795698924731,0.0936937249929068
0.2454112848402447,0.1111111111111111,0.3333333333333333,0.9999999999999996,0.0354846456009927,0.0,0.0,1.0,0.0,0.2000080003200128,0.086021505376344,0.0690707611400666
0.3133922501699523,0.1111111111111111,0.3333333333333333,0.0,0.3342370116917784,0.0,0.0,0.0,0.0,0.2000080003200128,0.3118279569892473,0.23742180369108845
0.1944255608429639,0.1111111111111111,0.3333333333333333,0.9999999999999996,0.254844428840997,0.0,0.0,0.0,1.0,0.2000080003200128,0.0688172043010752,0.057615314471759604
0.2114208021753909,0.1111111111111111,0.3333333333333333,0.9999999999999996,0.2900832792870051,0.0,0.0,1.0,1.0,0.2000080003200128,0.1118279569892473,0.09231140557305431
0.4323589394969408,0.3333333333333333,0.6666666666666667,0.9999999999999996,0.254844428840997,0.0,0.0,1.0,1.0,0.2000080003200128,0.3118279569892473,0.21770238477986842
0.4493541808293677,0.3333333333333333,0.6666666666666667,0.9999999999999996,0.254844428840997,0.0,0.0,0.0,1.0,0.2000080003200128,0.1935483870967742,0.1335411244931308
0.2114208021753909,0.1111111111111111,0.3333333333333333,0.9999999999999996,0.2796383103310375,0.0,0.0,1.0,0.0,0.1794871794871795,0.064516129032258,0.05325658013830051
0.3252889191026512,0.2222222222222222,0.6666666666666667,0.3368125990017154,0.2929319071840875,0.0,1.0,1.0,1.0,0.1794871794871795,0.1247311827956989,0.09411621948831654
0.4323589394969408,0.3333333333333333,1.0,0.9999999999999996,0.3067211327817692,0.0,0.0,1.0,1.0,0.1794871794871795,0.3010752688172043,0.21019540599435574
0.3643779741672331,0.2222222222222222,0.3333333333333333,0.9999999999999996,0.2707287551401125,0.0,0.0,1.0,1.0,0.1794871794871795,0.1118279569892473,0.08196259328907962
0.2861998640380693,0.2222222222222222,0.3333333333333333,0.9999999999999996,0.2716482131474543,0.0,0.0,1.0,1.0,0.1794871794871795,0.1440860215053763,0.11202459705835546
0.2046227056424201,0.1111111111111111,0.3333333333333333,0.9999999999999996,0.254844428840997,0.0,0.0,1.0,1.0,0.1794871794871795,0.0967741935483871,0.08033568775941163
0.2148198504418762,0.1111111111111111,0.3333333333333333,0.9999999999999996,0.254844428840997,0.0,0.0,0.0,1.0,0.1794871794871795,0.086021505376344,0.07081009200257528
